#,id,char_pos,line_no,message,offending_token,status,program_id,parse_mode,snippet
1,876,0,1,"mismatched input 'attribute' expecting {ID, IDENTIFICATION}",attribute,PARSER_ERROR,876,FULL,"    1 | attribute System.CodeDom.Compiler.GeneratedCode(""System.Resou
    4 | WORKING-STORAGE SECTION.
    5 | 01  SLATVARS              PIC X                 VALUE 'SLAT
    6 |  'VARS START: DATEUPD TIMEUPD PROGRAMMERNAME MODNAME LVNO UPNO ' DATA-SET-NAME-FOR-THE-LIBRARIAN-MASTER-FILESLAT VARS END'.
    7 | 77  GU                           PIC X.
"
237,1096,,,OK (procedure-only fallback),,VALID,1096,PROCEDURE_ONLY,"    1 |        IDENTIFICATION DIVISION.
    2 |        PROGRAM-ID. DUMMY.
    3 |        PROCEDURE DIVISION.
    4 | INITIALIZE RETOURB BASEB COTISB.
    5 |     MOVE 0 TO CR RC
    6 |     MOVE COMBATM TO COMBAT
"
238,1097,,,OK (procedure-only fallback),,VALID,1097,PROCEDURE_ONLY,"    1 |        IDENTIFICATION DIVISION.
    2 |        PROGRAM-ID. DUMMY.
    3 |        PROCEDURE DIVISION.
    4 | TRAIT.
    5 |         IF CR  = 99
    6 |             MOVE 'M' TO PARM
"
239,1098,,,OK (procedure-only fallback),,VALID,1098,PROCEDURE_ONLY,"    1 |        IDENTIFICATION DIVISION.
    2 |        PROGRAM-ID. DUMMY.
    3 |        PROCEDURE DIVISION.
    4 | INITIALIZE      RETOURNB BASENB COTISNB
    5 |     MOVE 0   TO  CR   RC
    6 |     MOVE COMNONBAM TO COMNONBAT
"
240,1099,,,Input length = 1,,IO_ERROR,1099,FULL,
241,1100,,,OK,,VALID,1100,FULL,
242,1101,,,OK,,VALID,1101,FULL,
243,1102,,,OK,,VALID,1102,FULL,
244,1103,38,91,"extraneous input ':' expecting {ABORT, ADDRESS, ALL, AS, ASCII, ASSOCIATED_DATA, ASSOCIATED_DATA_LENGTH, ATTRIBUTE, AUTO, AUTO_SKIP, BACKGROUND_COLOR, BACKGROUND_COLOUR, BEEP, BELL, BINARY, BIT, BLINK, BOUNDS, CAPABLE, CCSVERSION, CHANGED, CHANNEL, CLOSE_DISPOSITION, COBOL, COMMITMENT, CONTROL_POINT, CONVENTION, CRUNCH, CURSOR, DATE, DAY, DAY_OF_WEEK, DEBUG_CONTENTS, DEBUG_ITEM, DEBUG_LINE, DEBUG_NAME, DEBUG_SUB_1, DEBUG_SUB_2, DEBUG_SUB_3, DEFAULT, DEFAULT_DISPLAY, DEFINITION, DFHRESP, DFHVALUE, DISK, DONTCARE, DOUBLE, EBCDIC, EMPTY_CHECK, ENTER, ENTRY_PROCEDURE, ERASE, EOL, EOS, ESCAPE, EVENT, EXCLUSIVE, EXPORT, EXTENDED, FALSE, FOREGROUND_COLOR, FOREGROUND_COLOUR, FULL, FUNCTION, FUNCTIONNAME, FUNCTION_POINTER, GRID, HIGHLIGHT, HIGH_VALUE, HIGH_VALUES, IMPLICIT, IMPORT, INTEGER, KEPT, KEYBOARD, LANGUAGE, LB, LD, LEFTLINE, LENGTH, LENGTH_CHECK, LIBACCESS, LIBPARAMETER, LIBRARY, LINAGE_COUNTER, LINE_COUNTER, LIST, LOCAL, LONG_DATE, LONG_TIME, LOWER, LOWLIGHT, LOW_VALUE, LOW_VALUES, MMDDYYYY, NAMED, NATIONAL, NATIONAL_EDITED, NETWORK, NO_ECHO, NULL_, NULLS, NUMERIC_DATE, NUMERIC_TIME, ODT, ORDERLY, OVERLINE, OWN, PAGE_COUNTER, PASSWORD, PORT, PRINTER, PRIVATE, PROCESS, PROGRAM, PROMPT, QUOTE, QUOTES, READER, REMOTE, REAL, RECEIVED, RECURSIVE, REF, REMOVE, REQUIRED, REVERSE_VIDEO, RETURN_CODE, SAVE, SECURE, SHARED, SHAREDBYALL, SHAREDBYRUNUNIT, SHARING, SHIFT_IN, SHIFT_OUT, SHORT_DATE, SORT_CONTROL, SORT_CORE_SIZE, SORT_FILE_SIZE, SORT_MESSAGE, SORT_MODE_SIZE, SORT_RETURN, SPACE, SPACES, SYMBOL, TALLY, TASK, THREAD, THREAD_LOCAL, TIME, TIMER, TODAYS_DATE, TODAYS_NAME, TRUE, TRUNCATED, TYPEDEF, UNDERLINE, VIRTUAL, WAIT, WHEN_COMPILED, YEAR, YYYYMMDD, YYYYDDD, ZERO, ZERO_FILL, ZEROS, ZEROES, ',', '(', '-', '+', ')', NONNUMERICLITERAL, '66', '77', '88', INTEGERLITERAL, NUMERICLITERAL, IDENTIFIER}",:,PARSER_ERROR,1103,FULL,"   89 |           PERFORM VARYING I FROM LENGTH OF TERM-LINES BY -1
   90 |                   UNTIL   I < 1
   91 |                   OR      TERM-LINES(I:1) > SPACES
   92 |           END-PERFORM
   93 |        CONTINUE.
"
245,1104,,,OK,,VALID,1104,FULL,
246,1105,,,OK,,VALID,1105,FULL,
247,1730,,,OK,,VALID,1730,FULL,
248,1731,,,OK,,VALID,1731,FULL,
249,1732,,,OK,,VALID,1732,FULL,
250,1106,15,111,"extraneous input '.\n' expecting {ACCEPT, ADD, ALTER, CALL, CANCEL, CLOSE, COMPUTE, CONTINUE, DELETE, DISABLE, DISPLAY, DIVIDE, ENABLE, END_PERFORM, ENTRY, EVALUATE, EXHIBIT, EXIT, GENERATE, GOBACK, GO, IF, INITIALIZE, INITIATE, INSPECT, MERGE, MOVE, MULTIPLY, OPEN, PERFORM, PURGE, READ, RECEIVE, RELEASE, RETURN, REWRITE, SEARCH, SEND, SET, SORT, START, STOP, STRING, SUBTRACT, TERMINATE, UNSTRING, WRITE, EXECCICSLINE, EXECSQLIMSLINE, EXECSQLLINE}",".
",PARSER_ERROR,1106,FULL,"  109 |           PERFORM CHECK-COMMAND
  110 |           INITIALIZE STATUS-MSG
  111 |        CONTINUE.
  112 | GET-INPUT-ACCOUNT-NUMBER.
  113 | DISPLAY ""EXEC_BLOCK_STUB""
"
251,1107,,,OK,,VALID,1107,FULL,
252,1108,,,OK,,VALID,1108,FULL,
253,1109,,,OK,,VALID,1109,FULL,
254,1110,0,1,"mismatched input 'File' expecting {ID, IDENTIFICATION}",File,PARSER_ERROR,1110,FULL,"    1 | File  Edit  Edit-Settings  Menu  Utilities  Compilers  Test  Help
    2 |  -------------------------------------------------------------------------------
    3 |      ADS02.ADS0205.SRC - 01.99              Columns 0000
"
255,1111,0,1,"mismatched input 'File' expecting {ID, IDENTIFICATION}",File,PARSER_ERROR,1111,FULL,"    1 | File  Edit  Edit-Settings  Menu  Utilities  Compilers  Test  Help
    2 |  -------------------------------------------------------------------------------
    3 |      ADS02.ADS0205.SRC - 01.99              Columns 0000
"
256,1112,,,OK,,VALID,1112,FULL,
257,1113,31,343,"mismatched input '<' expecting {EQUAL, GREATER, NOT, '=', '>', '>='}",<,PARSER_ERROR,1113,FULL,"  341 |      EXIT.
  342 |  5620-LT-SEARCH.
  343 |      START SCRFDEF-FILE KEY IS < SCR-FDEF-KEY
  344 |          INVALID KEY
  345 |              PERFORM 1010-RECORD-INIT
"
258,1114,,,OK,,VALID,1114,FULL,
259,1115,28,233,"mismatched input '<' expecting {EQUAL, GREATER, NOT, '=', '>', '>='}",<,PARSER_ERROR,1115,FULL,"  231 |      EXIT.
  232 |  5620-LT-SEARCH.
  233 |      START MENU-FILE KEY IS < MNU-KEY
  234 |          INVALID KEY
  235 |              PERFORM 1010-RECORD-INIT
"
260,1116,1,5,"mismatched input 'COBCURSES-EXIT' expecting {<EOF>, COMMUNICATION, DATA_BASE, END, FILE, ID, IDENTIFICATION, LINKAGE, LOCAL_STORAGE, PROCEDURE, PROGRAM_LIBRARY, REPORT, SCREEN, WORKING_STORAGE, '66', '77', '88', INTEGERLITERAL, EXECSQLLINE}",COBCURSES-EXIT,PARSER_ERROR,1116,FULL,"    3 | DATA DIVISION.
    4 | WORKING-STORAGE SECTION.
    5 |  COBCURSES-EXIT.
    6 |  NC-INSTALL-FLAG                 PIC 9999 COMP-5 VALUE 0.
    7 | LINKAGE SECTION.
"
261,1117,,,OK,,VALID,1117,FULL,
262,1118,,,OK,,VALID,1118,FULL,
263,1119,,,OK,,VALID,1119,FULL,
264,1120,28,222,"mismatched input '<' expecting {EQUAL, GREATER, NOT, '=', '>', '>='}",<,PARSER_ERROR,1120,FULL,"  220 |          MOVE 9999 TO ITM-NUMBER
  221 |      END-IF.
  222 |      START ITEM-FILE KEY IS < ITM-KEY
  223 |          INVALID KEY
  224 |              PERFORM 5100-ACTION-C
"
265,1121,,,Skipped copybook/data-only fragment,,SKIPPED_COPYBOOK,1121,FULL,"    1 | 10  SCREEN-COLUMNS                  PIC 999 COMP
    2 |                                          SYNCHRONIZED.
    3 |      10  SCREEN-LINES                    PIC 999 COMP
    4 |                                          SYNCHRONIZED.
    5 |      10  SCREEN-LAST-LINE                PIC 999 COMP
    6 |                                          SYNCHRONIZED.
"
266,1122,1,18,"mismatched input 'MENUREF-FILE' expecting {<EOF>, COMMUNICATION, DATA_BASE, END, FD, FILE, ID, IDENTIFICATION, LINKAGE, LOCAL_STORAGE, PROCEDURE, PROGRAM_LIBRARY, REPORT, SCREEN, SD, WORKING_STORAGE}",MENUREF-FILE,PARSER_ERROR,1122,FULL,"   16 | DATA DIVISION.
   17 | FILE SECTION.
   18 |  MENUREF-FILE.
   19 |  MENUREF-RECORD.
   20 |  MENU-FILE.
"
267,1123,,,OK,,VALID,1123,FULL,
268,1124,,,OK,,VALID,1124,FULL,
269,1125,,,OK,,VALID,1125,FULL,
270,1126,,,OK,,VALID,1126,FULL,
271,1127,31,206,"mismatched input '<' expecting {EQUAL, GREATER, NOT, '=', '>', '>='}",<,PARSER_ERROR,1127,FULL,"  204 |      EXIT.
  205 |  5640-LT-SEARCH.
  206 |      START SCRFSTA-FILE KEY IS < SCR-FST-KEY
  207 |          INVALID KEY
  208 |              PERFORM 1100-INIT-RECORD-STATE
"
272,1733,,,OK,,VALID,1733,FULL,
273,1734,,,OK,,VALID,1734,FULL,
274,1735,,,OK,,VALID,1735,FULL,
275,1736,,,OK,,VALID,1736,FULL,
276,1128,1,51,"mismatched input 'SC-FILE' expecting {<EOF>, COMMUNICATION, DATA_BASE, END, FD, FILE, ID, IDENTIFICATION, LINKAGE, LOCAL_STORAGE, PROCEDURE, PROGRAM_LIBRARY, REPORT, SCREEN, SD, WORKING_STORAGE}",SC-FILE,PARSER_ERROR,1128,FULL,"   49 | DATA DIVISION.
   50 | FILE SECTION.
   51 |  SC-FILE.                                        *> SCREEN DEFINI
   52 |  SC-RECORD.
   53 |  FD-FILE.                                        *> FIELD DEFINIT
"
277,1129,,,OK,,VALID,1129,FULL,
278,1130,8,25,"mismatched input 'OR' expecting {ABORT, ADDRESS, ALL, AS, ASCII, ASSOCIATED_DATA, ASSOCIATED_DATA_LENGTH, ATTRIBUTE, AUTO, AUTO_SKIP, BACKGROUND_COLOR, BACKGROUND_COLOUR, BEEP, BELL, BINARY, BIT, BLINK, BOUNDS, CAPABLE, CCSVERSION, CHANGED, CHANNEL, CLOSE_DISPOSITION, COBOL, COMMITMENT, CONTROL_POINT, CONVENTION, CRUNCH, CURSOR, DATE, DAY, DAY_OF_WEEK, DEBUG_CONTENTS, DEBUG_ITEM, DEBUG_LINE, DEBUG_NAME, DEBUG_SUB_1, DEBUG_SUB_2, DEBUG_SUB_3, DEFAULT, DEFAULT_DISPLAY, DEFINITION, DFHRESP, DFHVALUE, DISK, DONTCARE, DOUBLE, EBCDIC, EMPTY_CHECK, ENTER, ENTRY_PROCEDURE, ERASE, EOL, EOS, ESCAPE, EVENT, EXCLUSIVE, EXPORT, EXTENDED, FALSE, FOREGROUND_COLOR, FOREGROUND_COLOUR, FULL, FUNCTION, FUNCTIONNAME, FUNCTION_POINTER, GRID, HIGHLIGHT, HIGH_VALUE, HIGH_VALUES, IMPLICIT, IMPORT, INTEGER, KEPT, KEYBOARD, LANGUAGE, LB, LD, LEFTLINE, LENGTH, LENGTH_CHECK, LIBACCESS, LIBPARAMETER, LIBRARY, LINAGE_COUNTER, LINE_COUNTER, LIST, LOCAL, LONG_DATE, LONG_TIME, LOWER, LOWLIGHT, LOW_VALUE, LOW_VALUES, MMDDYYYY, NAMED, NATIONAL, NATIONAL_EDITED, NETWORK, NO_ECHO, NOT, NULL_, NULLS, NUMERIC_DATE, NUMERIC_TIME, ODT, ORDERLY, OVERLINE, OWN, PAGE_COUNTER, PASSWORD, PORT, PRINTER, PRIVATE, PROCESS, PROGRAM, PROMPT, QUOTE, QUOTES, READER, REMOTE, REAL, RECEIVED, RECURSIVE, REF, REMOVE, REQUIRED, REVERSE_VIDEO, RETURN_CODE, SAVE, SECURE, SHARED, SHAREDBYALL, SHAREDBYRUNUNIT, SHARING, SHIFT_IN, SHIFT_OUT, SHORT_DATE, SORT_CONTROL, SORT_CORE_SIZE, SORT_FILE_SIZE, SORT_MESSAGE, SORT_MODE_SIZE, SORT_RETURN, SPACE, SPACES, SYMBOL, TALLY, TASK, THREAD, THREAD_LOCAL, TIME, TIMER, TODAYS_DATE, TODAYS_NAME, TRUE, TRUNCATED, TYPEDEF, UNDERLINE, VIRTUAL, WAIT, WHEN_COMPILED, YEAR, YYYYMMDD, YYYYDDD, ZERO, ZERO_FILL, ZEROS, ZEROES, '(', '-', '+', NONNUMERICLITERAL, '66', '77', '88', INTEGERLITERAL, NUMERICLITERAL, IDENTIFIER}",OR,PARSER_ERROR,1130,FULL,"   23 |      GOBACK.
   24 |  1000-INITIALIZE.
   25 |      IF OR THEN
   26 |          MOVE NC-RET-BADPARM TO RETURN-CODE
   27 |      ELSE
"
279,1131,,,OK (procedure-only fallback),,VALID,1131,PROCEDURE_ONLY,"    1 |        IDENTIFICATION DIVISION.
    2 |        PROGRAM-ID. DUMMY.
    3 |        PROCEDURE DIVISION.
    4 | STOP RUN.
    5 |  END PROGRAM SHLIB-TEST.
"
280,1132,,,OK,,VALID,1132,FULL,
281,1133,19,20,no viable alternative at input 'OMITTED',OMITTED,PARSER_ERROR,1133,FULL,"   18 |      LS-IN-UNITS-CONFIG
   19 |      LS-OUT-COMP-1-ITEM.
   20 |      IF LS-IN-TEXT OMITTED
   21 |      OR LS-OUT-COMP-1-ITEM OMITTED THEN
   22 |          MOVE NC-RET-BADPARM TO RETURN-CODE
"
282,1134,0,1,"mismatched input 'NC-EXTRA-INIT' expecting {ID, IDENTIFICATION}",NC-EXTRA-INIT,PARSER_ERROR,1134,FULL,"    1 | NC-EXTRA-INIT.
    2 |      PERFORM NC-SHLIB-EXTRA-INIT.
    3 |      EXIT.
"
283,1135,1,51,"mismatched input 'BKU-FILE' expecting {<EOF>, COMMUNICATION, DATA_BASE, END, FD, FILE, ID, IDENTIFICATION, LINKAGE, LOCAL_STORAGE, PROCEDURE, PROGRAM_LIBRARY, REPORT, SCREEN, SD, WORKING_STORAGE}",BKU-FILE,PARSER_ERROR,1135,FULL,"   49 | DATA DIVISION.
   50 | FILE SECTION.
   51 |  BKU-FILE.
   52 |  BKU-RECORD.
   53 |  SC-FILE.
"
284,1136,,,OK,,VALID,1136,FULL,
285,1647,18,245,"extraneous input 'AT' expecting {ACCEPT, ADD, ALTER, CALL, CANCEL, CLOSE, COMPUTE, CONTINUE, DELETE, DISABLE, DISPLAY, DIVIDE, ENABLE, ENTRY, EVALUATE, EXHIBIT, EXIT, GENERATE, GOBACK, GO, IF, INITIALIZE, INITIATE, INSPECT, MERGE, MOVE, MULTIPLY, OPEN, PERFORM, PURGE, READ, RECEIVE, RELEASE, RETURN, REWRITE, SEARCH, SEND, SET, SORT, START, STOP, STRING, SUBTRACT, TERMINATE, UNSTRING, WRITE, DOT_FS, EXECCICSLINE, EXECSQLIMSLINE, EXECSQLLINE}",AT,PARSER_ERROR,1647,FULL,"  243 |     DISPLAY ""12. EXIT"" AT 2020.
  244 |     DISPLAY ""ENTER YOUR CHOICE :"" AT 2325.
  245 |     ACCEPT CHOICE AT 2345.
  246 |     IF CHOICE = '1 ' OR CHOICE = '01' OR CRT-STATUS = 1001
  247 |         GO TO EMP-PARA
"
286,1737,,,OK,,VALID,1737,FULL,
287,1738,,,OK,,VALID,1738,FULL,
288,1137,8,25,"mismatched input 'OR' expecting {ABORT, ADDRESS, ALL, AS, ASCII, ASSOCIATED_DATA, ASSOCIATED_DATA_LENGTH, ATTRIBUTE, AUTO, AUTO_SKIP, BACKGROUND_COLOR, BACKGROUND_COLOUR, BEEP, BELL, BINARY, BIT, BLINK, BOUNDS, CAPABLE, CCSVERSION, CHANGED, CHANNEL, CLOSE_DISPOSITION, COBOL, COMMITMENT, CONTROL_POINT, CONVENTION, CRUNCH, CURSOR, DATE, DAY, DAY_OF_WEEK, DEBUG_CONTENTS, DEBUG_ITEM, DEBUG_LINE, DEBUG_NAME, DEBUG_SUB_1, DEBUG_SUB_2, DEBUG_SUB_3, DEFAULT, DEFAULT_DISPLAY, DEFINITION, DFHRESP, DFHVALUE, DISK, DONTCARE, DOUBLE, EBCDIC, EMPTY_CHECK, ENTER, ENTRY_PROCEDURE, ERASE, EOL, EOS, ESCAPE, EVENT, EXCLUSIVE, EXPORT, EXTENDED, FALSE, FOREGROUND_COLOR, FOREGROUND_COLOUR, FULL, FUNCTION, FUNCTIONNAME, FUNCTION_POINTER, GRID, HIGHLIGHT, HIGH_VALUE, HIGH_VALUES, IMPLICIT, IMPORT, INTEGER, KEPT, KEYBOARD, LANGUAGE, LB, LD, LEFTLINE, LENGTH, LENGTH_CHECK, LIBACCESS, LIBPARAMETER, LIBRARY, LINAGE_COUNTER, LINE_COUNTER, LIST, LOCAL, LONG_DATE, LONG_TIME, LOWER, LOWLIGHT, LOW_VALUE, LOW_VALUES, MMDDYYYY, NAMED, NATIONAL, NATIONAL_EDITED, NETWORK, NO_ECHO, NOT, NULL_, NULLS, NUMERIC_DATE, NUMERIC_TIME, ODT, ORDERLY, OVERLINE, OWN, PAGE_COUNTER, PASSWORD, PORT, PRINTER, PRIVATE, PROCESS, PROGRAM, PROMPT, QUOTE, QUOTES, READER, REMOTE, REAL, RECEIVED, RECURSIVE, REF, REMOVE, REQUIRED, REVERSE_VIDEO, RETURN_CODE, SAVE, SECURE, SHARED, SHAREDBYALL, SHAREDBYRUNUNIT, SHARING, SHIFT_IN, SHIFT_OUT, SHORT_DATE, SORT_CONTROL, SORT_CORE_SIZE, SORT_FILE_SIZE, SORT_MESSAGE, SORT_MODE_SIZE, SORT_RETURN, SPACE, SPACES, SYMBOL, TALLY, TASK, THREAD, THREAD_LOCAL, TIME, TIMER, TODAYS_DATE, TODAYS_NAME, TRUE, TRUNCATED, TYPEDEF, UNDERLINE, VIRTUAL, WAIT, WHEN_COMPILED, YEAR, YYYYMMDD, YYYYDDD, ZERO, ZERO_FILL, ZEROS, ZEROES, '(', '-', '+', NONNUMERICLITERAL, '66', '77', '88', INTEGERLITERAL, NUMERICLITERAL, IDENTIFIER}",OR,PARSER_ERROR,1137,FULL,"   23 |      GOBACK.
   24 |  1000-INITIALIZE.
   25 |      IF OR THEN
   26 |          MOVE NC-RET-BADPARM TO RETURN-CODE
   27 |      ELSE
"
289,1138,,,Skipped copybook/data-only fragment,,SKIPPED_COPYBOOK,1138,FULL,"    1 | 10  ITM-KEY.
    2 |          15  ITM-MENU-NAME               PIC X.
    3 |  15  ITM-NUMBER            PIC 9999.
    4 |      10  ITM-DATA.
    5 |          15  ITM-ITEM-NAME               PIC X.
    6 |          15  ITM-TEXT                    PIC X.
"
290,1139,,,OK,,VALID,1139,FULL,
291,1140,,,Skipped copybook/data-only fragment,,SKIPPED_COPYBOOK,1140,FULL,"    1 | 10  SCRBG-KEY.
    2 |          20  SCRBG-NAME                  PIC X.
    3 |          20  SCRBG-SEGMENT-NO            PIC 999.
    4 |      10  SCRBG-LINE                      PIC 999.
    5 |      10  SCRBG-COLUMN                    PIC 999.
    6 |      10  SCRBG-LENGTH                    PIC 99.
"
292,1141,,,OK,,VALID,1141,FULL,
293,1142,19,20,no viable alternative at input 'OMITTED',OMITTED,PARSER_ERROR,1142,FULL,"   18 |      LS-IN-UNITS-CONFIG
   19 |      LS-OUT-COMP-2-ITEM.
   20 |      IF LS-IN-TEXT OMITTED
   21 |      OR LS-OUT-COMP-2-ITEM OMITTED THEN
   22 |          MOVE NC-RET-BADPARM TO RETURN-CODE
"
294,1143,1,57,"mismatched input 'SCREEN-FILE' expecting {<EOF>, COMMUNICATION, DATA_BASE, END, FD, FILE, ID, IDENTIFICATION, LINKAGE, LOCAL_STORAGE, PROCEDURE, PROGRAM_LIBRARY, REPORT, SCREEN, SD, WORKING_STORAGE}",SCREEN-FILE,PARSER_ERROR,1143,FULL,"   55 | DATA DIVISION.
   56 | FILE SECTION.
   57 |  SCREEN-FILE.
   58 |  SCREEN-RECORD.
   59 |  SCRNBG-FILE.
"
295,1144,,,Skipped copybook/data-only fragment,,SKIPPED_COPYBOOK,1144,FULL,"    1 | 01   NC-LOCALS-77.
    2 |      10  NC-FIELD-INDEX              PIC 9999 COMP-5
    3 |                                      SYNCHRONIZED.
    4 |      10  NC-FKEY-INDEX               PIC 99 COMP-5
    5 |                                      SYNCHRONIZED.
    6 |      10  NC-THIS-FIELD               PIC 9999 COMP-5
"
296,1145,,,OK,,VALID,1145,FULL,
297,1739,,,OK,,VALID,1739,FULL,
298,1740,,,OK,,VALID,1740,FULL,
299,1146,0,1,"mismatched input 'NC-COBCURSES' expecting {ID, IDENTIFICATION}",NC-COBCURSES,PARSER_ERROR,1146,FULL,"    1 | NC-COBCURSES
    2 |      NC-LOCALS-77
    3 |      NC-SCREEN-CONFIG
"
300,1147,,,OK,,VALID,1147,FULL,
301,1148,1,5,"mismatched input 'CONFIGURATION-STUFF' expecting {<EOF>, COMMUNICATION, DATA_BASE, END, FILE, ID, IDENTIFICATION, LINKAGE, LOCAL_STORAGE, PROCEDURE, PROGRAM_LIBRARY, REPORT, SCREEN, WORKING_STORAGE, '66', '77', '88', INTEGERLITERAL, EXECSQLLINE}",CONFIGURATION-STUFF,PARSER_ERROR,1148,FULL,"    3 | DATA DIVISION.
    4 | WORKING-STORAGE SECTION.
    5 |  CONFIGURATION-STUFF.
    6 |  10  SCREEN-IMAGE-LINES-MAX          PIC 999 COMP VALUE 50.
    7 |  WORKING-AREAS.
"
302,1149,,,Skipped copybook/data-only fragment,,SKIPPED_COPYBOOK,1149,FULL,"    1 | 05  MREF-KEY.
    2 |      10  MREF-SCREEN-NAME            PIC X.
    3 |      10  MREF-MENU-NAME              PIC X.
    4 |  05  MREF-DATA.
    5 |      10  FILLER                      PIC X.
"
303,1150,,,OK,,VALID,1150,FULL,
304,1151,,,OK,,VALID,1151,FULL,
305,1152,8,32,"mismatched input 'OR' expecting {ABORT, ADDRESS, ALL, AS, ASCII, ASSOCIATED_DATA, ASSOCIATED_DATA_LENGTH, ATTRIBUTE, AUTO, AUTO_SKIP, BACKGROUND_COLOR, BACKGROUND_COLOUR, BEEP, BELL, BINARY, BIT, BLINK, BOUNDS, CAPABLE, CCSVERSION, CHANGED, CHANNEL, CLOSE_DISPOSITION, COBOL, COMMITMENT, CONTROL_POINT, CONVENTION, CRUNCH, CURSOR, DATE, DAY, DAY_OF_WEEK, DEBUG_CONTENTS, DEBUG_ITEM, DEBUG_LINE, DEBUG_NAME, DEBUG_SUB_1, DEBUG_SUB_2, DEBUG_SUB_3, DEFAULT, DEFAULT_DISPLAY, DEFINITION, DFHRESP, DFHVALUE, DISK, DONTCARE, DOUBLE, EBCDIC, EMPTY_CHECK, ENTER, ENTRY_PROCEDURE, ERASE, EOL, EOS, ESCAPE, EVENT, EXCLUSIVE, EXPORT, EXTENDED, FALSE, FOREGROUND_COLOR, FOREGROUND_COLOUR, FULL, FUNCTION, FUNCTIONNAME, FUNCTION_POINTER, GRID, HIGHLIGHT, HIGH_VALUE, HIGH_VALUES, IMPLICIT, IMPORT, INTEGER, KEPT, KEYBOARD, LANGUAGE, LB, LD, LEFTLINE, LENGTH, LENGTH_CHECK, LIBACCESS, LIBPARAMETER, LIBRARY, LINAGE_COUNTER, LINE_COUNTER, LIST, LOCAL, LONG_DATE, LONG_TIME, LOWER, LOWLIGHT, LOW_VALUE, LOW_VALUES, MMDDYYYY, NAMED, NATIONAL, NATIONAL_EDITED, NETWORK, NO_ECHO, NOT, NULL_, NULLS, NUMERIC_DATE, NUMERIC_TIME, ODT, ORDERLY, OVERLINE, OWN, PAGE_COUNTER, PASSWORD, PORT, PRINTER, PRIVATE, PROCESS, PROGRAM, PROMPT, QUOTE, QUOTES, READER, REMOTE, REAL, RECEIVED, RECURSIVE, REF, REMOVE, REQUIRED, REVERSE_VIDEO, RETURN_CODE, SAVE, SECURE, SHARED, SHAREDBYALL, SHAREDBYRUNUNIT, SHARING, SHIFT_IN, SHIFT_OUT, SHORT_DATE, SORT_CONTROL, SORT_CORE_SIZE, SORT_FILE_SIZE, SORT_MESSAGE, SORT_MODE_SIZE, SORT_RETURN, SPACE, SPACES, SYMBOL, TALLY, TASK, THREAD, THREAD_LOCAL, TIME, TIMER, TODAYS_DATE, TODAYS_NAME, TRUE, TRUNCATED, TYPEDEF, UNDERLINE, VIRTUAL, WAIT, WHEN_COMPILED, YEAR, YYYYMMDD, YYYYDDD, ZERO, ZERO_FILL, ZEROS, ZEROES, '(', '-', '+', NONNUMERICLITERAL, '66', '77', '88', INTEGERLITERAL, NUMERICLITERAL, IDENTIFIER}",OR,PARSER_ERROR,1152,FULL,"   30 |      GOBACK.
   31 |  1000-INITIALIZE.
   32 |      IF OR THEN
   33 |          MOVE NC-RET-BADPARM TO RETURN-CODE
   34 |      ELSE
"
306,1153,,,Skipped copybook/data-only fragment,,SKIPPED_COPYBOOK,1153,FULL,"    1 | 10  DTA-KEY                     PIC X.
    2 |      10  DTA-DATA                    PIC X.
    3 |      10  DTA-DESC                    PIC X.
    4 |      10  DTA-COMP-2                  PIC X.
"
307,1154,1,5,"mismatched input 'CMD-LINE' expecting {<EOF>, COMMUNICATION, DATA_BASE, END, FILE, ID, IDENTIFICATION, LINKAGE, LOCAL_STORAGE, PROCEDURE, PROGRAM_LIBRARY, REPORT, SCREEN, WORKING_STORAGE, '66', '77', '88', INTEGERLITERAL, EXECSQLLINE}",CMD-LINE,PARSER_ERROR,1154,FULL,"    3 | DATA DIVISION.
    4 | WORKING-STORAGE SECTION.
    5 |  CMD-LINE.
    6 |  05  CMD-ARGC                        PIC 9.
    7 |  05  CMD-N                           PIC 9.
